epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
5.0,21.0,0.5738739967346191,-21.64398569049257,0.5834076404571533,299,8400.0,2100.0
6.0,21.0,0.5738739967346191,-21.697692639899977,0.5864334106445312,300,8400.0,2100.0
0.0,22.0,0.5529026985168457,-20.216578034793628,0.5597789883613586,301,8600.0,2150.0
1.0,22.0,0.5529026985168457,-21.282965603996725,0.5643576383590698,302,8600.0,2150.0
2.0,22.0,0.5529026985168457,-21.446752043331372,0.567175567150116,303,8600.0,2150.0
3.0,22.0,0.5529026985168457,-21.56076930550968,0.5696858167648315,304,8600.0,2150.0
4.0,22.0,0.5529026985168457,-21.834409040563248,0.5698304772377014,305,8600.0,2150.0
0.0,23.0,0.5283195972442627,-21.048950794764927,0.5379743576049805,306,8800.0,2200.0
1.0,23.0,0.5283195972442627,-21.55019062587193,0.5384580492973328,307,8800.0,2200.0
2.0,23.0,0.5283195972442627,-21.82978210449219,0.5451049208641052,308,8800.0,2200.0
3.0,23.0,0.5283195972442627,-21.900100708007812,0.5448415279388428,309,8800.0,2200.0
4.0,23.0,0.5283195972442627,-22.09972675868443,0.545443058013916,310,8800.0,2200.0
0.0,24.0,0.5372297167778015,-21.394169807434082,0.5511541366577148,311,9000.0,2250.0
1.0,24.0,0.5372297167778015,-21.89240180121528,0.5535921454429626,312,9000.0,2250.0
2.0,24.0,0.5372297167778015,-22.06790320078532,0.552776575088501,313,9000.0,2250.0
3.0,24.0,0.5372297167778015,-22.084070894453262,0.5554611086845398,314,9000.0,2250.0
4.0,24.0,0.5372297167778015,-22.245755407545303,0.5536786317825317,315,9000.0,2250.0
0.0,25.0,0.4896489977836609,-21.71048174964057,0.4953571856021881,316,9200.0,2300.0
1.0,25.0,0.4896489977836609,-22.29795847998725,0.5040740370750427,317,9200.0,2300.0
2.0,25.0,0.4896489977836609,-22.483453697628445,0.5059455037117004,318,9200.0,2300.0
3.0,25.0,0.4896489977836609,-22.673799143897163,0.5077120065689087,319,9200.0,2300.0
4.0,25.0,0.4896489977836609,-22.813839170667862,0.5059269070625305,320,9200.0,2300.0
5.0,25.0,0.4896489977836609,-22.859443187713623,0.5080484747886658,321,9200.0,2300.0
0.0,26.0,0.5192444324493408,-21.647167154260583,0.5245369076728821,322,9400.0,2350.0
1.0,26.0,0.5192444324493408,-22.45367699700433,0.5290603041648865,323,9400.0,2350.0
2.0,26.0,0.5192444324493408,-22.49474592466612,0.5336195230484009,324,9400.0,2350.0
3.0,26.0,0.5192444324493408,-22.74285888671875,0.5325013399124146,325,9400.0,2350.0
4.0,26.0,0.5192444324493408,-22.90820059905181,0.5361408591270447,326,9400.0,2350.0
0.0,27.0,0.5397757887840271,-22.207272780568974,0.541973888874054,327,9600.0,2400.0
1.0,27.0,0.5397757887840271,-22.752938069795306,0.5441052913665771,328,9600.0,2400.0
2.0,27.0,0.5397757887840271,-22.957879718981292,0.5500711798667908,329,9600.0,2400.0
3.0,27.0,0.5397757887840271,-23.04152970564993,0.5529022216796875,330,9600.0,2400.0
4.0,27.0,0.5397757887840271,-23.307375857704564,0.5517088174819946,331,9600.0,2400.0
0.0,28.0,0.5032309293746948,-22.557343116173378,0.5096129775047302,332,9800.0,2450.0
1.0,28.0,0.5032309293746948,-22.986126239483173,0.5107083916664124,333,9800.0,2450.0
2.0,28.0,0.5032309293746948,-23.158815775162136,0.5150183439254761,334,9800.0,2450.0
3.0,28.0,0.5032309293746948,-23.213082631429035,0.5178057551383972,335,9800.0,2450.0
4.0,28.0,0.5032309293746948,-23.412009654900967,0.5179089307785034,336,9800.0,2450.0
0.0,29.0,0.5065816640853882,-22.659950828552248,0.5182735919952393,337,10000.0,2500.0
1.0,29.0,0.5065816640853882,-22.845741558074952,0.5299383401870728,338,10000.0,2500.0
2.0,29.0,0.5065816640853882,-23.0627534866333,0.5272594690322876,339,10000.0,2500.0
3.0,29.0,0.5065816640853882,-23.21071300506592,0.53455650806427,340,10000.0,2500.0
4.0,29.0,0.5065816640853882,-23.03769907951355,0.5305598378181458,341,10000.0,2500.0
0.0,30.0,0.5457041263580322,-22.65361738204956,0.5466769337654114,342,10200.0,2550.0
1.0,30.0,0.5457041263580322,-23.771324777603148,0.5515299439430237,343,10200.0,2550.0
2.0,30.0,0.5457041263580322,-23.88290376663208,0.5535794496536255,344,10200.0,2550.0
3.0,30.0,0.5457041263580322,-24.048930501937868,0.5546638369560242,345,10200.0,2550.0
4.0,30.0,0.5457041263580322,-24.18222370147705,0.557548999786377,346,10200.0,2550.0
5.0,30.0,0.5457041263580322,-24.175387954711915,0.56156325340271,347,10200.0,2550.0
0.0,31.0,0.5059193968772888,-22.97034291523259,0.5089575052261353,348,10400.0,2600.0
1.0,31.0,0.5059193968772888,-23.755854769450863,0.5117242336273193,349,10400.0,2600.0
2.0,31.0,0.5059193968772888,-23.895335965040253,0.5141633749008179,350,10400.0,2600.0
3.0,31.0,0.5059193968772888,-23.91310943045267,0.5177322626113892,351,10400.0,2600.0
4.0,31.0,0.5059193968772888,-23.962120009631647,0.5210278630256653,352,10400.0,2600.0
0.0,32.0,0.5060389637947083,-23.4700349626087,0.5145866870880127,353,10600.0,2650.0
1.0,32.0,0.5060389637947083,-23.83592482975551,0.5141445398330688,354,10600.0,2650.0
2.0,32.0,0.5060389637947083,-24.08776333218529,0.5174201130867004,355,10600.0,2650.0
3.0,32.0,0.5060389637947083,-24.1761535462879,0.5181571245193481,356,10600.0,2650.0
4.0,32.0,0.5060389637947083,-24.23385038829985,0.5207852721214294,357,10600.0,2650.0
0.0,33.0,0.5153697729110718,-23.575628502424372,0.5228978991508484,358,10800.0,2700.0
1.0,33.0,0.5153697729110718,-23.96230196398358,0.5258584022521973,359,10800.0,2700.0
2.0,33.0,0.5153697729110718,-24.179684661155523,0.5320557951927185,360,10800.0,2700.0
3.0,33.0,0.5153697729110718,-24.26182192425395,0.5329297184944153,361,10800.0,2700.0
4.0,33.0,0.5153697729110718,-24.511068876399552,0.5333031415939331,362,10800.0,2700.0
0.0,34.0,0.5030085444450378,-23.750705452852472,0.5047023296356201,363,11000.0,2750.0
1.0,34.0,0.5030085444450378,-24.43052030164142,0.5065962672233582,364,11000.0,2750.0
2.0,34.0,0.5030085444450378,-24.60573564573776,0.5093318223953247,365,11000.0,2750.0
3.0,34.0,0.5030085444450378,-24.72132673928904,0.5108367800712585,366,11000.0,2750.0
4.0,34.0,0.5030085444450378,-24.739269522733466,0.5106901526451111,367,11000.0,2750.0
5.0,34.0,0.5030085444450378,-24.93292387141738,0.5134405493736267,368,11000.0,2750.0
0.0,35.0,0.4939498007297516,-23.744964382865213,0.4976104497909546,369,11200.0,2800.0
1.0,35.0,0.4939498007297516,-24.463741432536732,0.500012993812561,370,11200.0,2800.0
2.0,35.0,0.4939498007297516,-24.68573214791038,0.5025181770324707,371,11200.0,2800.0
3.0,35.0,0.4939498007297516,-24.6527963551608,0.5019269585609436,372,11200.0,2800.0
4.0,35.0,0.4939498007297516,-24.740899779579856,0.5049970149993896,373,11200.0,2800.0
0.0,36.0,0.5318429470062256,-24.208709716796875,0.5379985570907593,374,11400.0,2850.0
1.0,36.0,0.5318429470062256,-24.654226133558485,0.5444378852844238,375,11400.0,2850.0
2.0,36.0,0.5318429470062256,-24.874126476711698,0.5452751517295837,376,11400.0,2850.0
3.0,36.0,0.5318429470062256,-24.9533627404107,0.5432215929031372,377,11400.0,2850.0
4.0,36.0,0.5318429470062256,-25.05620765686035,0.5460448265075684,378,11400.0,2850.0
0.0,37.0,0.5027810335159302,-24.42638347459876,0.5062131881713867,379,11600.0,2900.0
1.0,37.0,0.5027810335159302,-24.972442709881328,0.5090894103050232,380,11600.0,2900.0
2.0,37.0,0.5027810335159302,-25.022820597109586,0.5107563734054565,381,11600.0,2900.0
3.0,37.0,0.5027810335159302,-25.150943341462508,0.5120648741722107,382,11600.0,2900.0
4.0,37.0,0.5027810335159302,-25.31645331175431,0.5160095691680908,383,11600.0,2900.0
0.0,38.0,0.529417097568512,-24.502597078363944,0.5370882749557495,384,11800.0,2950.0
1.0,38.0,0.529417097568512,-24.857987586488115,0.5393144488334656,385,11800.0,2950.0
2.0,38.0,0.529417097568512,-25.02161504867229,0.5436304211616516,386,11800.0,2950.0
3.0,38.0,0.529417097568512,-25.08709233872434,0.5398721694946289,387,11800.0,2950.0
4.0,38.0,0.529417097568512,-25.108192322102,0.5461100935935974,388,11800.0,2950.0
0.0,39.0,0.5026277899742126,-24.561485736928088,0.5029477477073669,389,12000.0,3000.0
1.0,39.0,0.5026277899742126,-25.449065188144115,0.5037686228752136,390,12000.0,3000.0
2.0,39.0,0.5026277899742126,-25.566900780860415,0.5075245499610901,391,12000.0,3000.0
3.0,39.0,0.5026277899742126,-25.585983763349816,0.5080450177192688,392,12000.0,3000.0
4.0,39.0,0.5026277899742126,-25.814723035122487,0.5104019045829773,393,12000.0,3000.0
5.0,39.0,0.5026277899742126,-25.830392472287443,0.5081289410591125,394,12000.0,3000.0
0.0,40.0,0.48131120204925537,-24.8828706741333,0.48668742179870605,395,12200.0,3050.0
1.0,40.0,0.48131120204925537,-25.520187576611836,0.4898107647895813,396,12200.0,3050.0
2.0,40.0,0.48131120204925537,-25.600741306940716,0.49266088008880615,397,12200.0,3050.0
3.0,40.0,0.48131120204925537,-25.698548356691997,0.49512702226638794,398,12200.0,3050.0
4.0,40.0,0.48131120204925537,-25.770732243855793,0.4934156835079193,399,12200.0,3050.0
0.0,41.0,0.5266776084899902,-25.336734187846282,0.5322735905647278,400,12400.0,3100.0
1.0,41.0,0.5266776084899902,-25.815670363757075,0.5347954630851746,401,12400.0,3100.0
2.0,41.0,0.5266776084899902,-25.997169377852458,0.5373541712760925,402,12400.0,3100.0
3.0,41.0,0.5266776084899902,-25.936423126532105,0.5402415990829468,403,12400.0,3100.0
4.0,41.0,0.5266776084899902,-26.171355928693497,0.5362384915351868,404,12400.0,3100.0
0.0,42.0,0.4780799448490143,-25.409462280273438,0.48186472058296204,405,12600.0,3150.0
1.0,42.0,0.4780799448490143,-25.752221565246582,0.48255854845046997,406,12600.0,3150.0
2.0,42.0,0.4780799448490143,-25.92419075012207,0.4853084683418274,407,12600.0,3150.0
3.0,42.0,0.4780799448490143,-26.08889102935791,0.48435014486312866,408,12600.0,3150.0
4.0,42.0,0.4780799448490143,-26.200027923583985,0.4862794280052185,409,12600.0,3150.0
0.0,43.0,0.4711502194404602,-25.683412284851073,0.47340741753578186,410,12800.0,3200.0
1.0,43.0,0.4711502194404602,-26.19549392700195,0.47576606273651123,411,12800.0,3200.0
2.0,43.0,0.4711502194404602,-26.378933601379394,0.4769922196865082,412,12800.0,3200.0
3.0,43.0,0.4711502194404602,-26.448084678649902,0.47851842641830444,413,12800.0,3200.0
4.0,43.0,0.4711502194404602,-26.517642364501953,0.4799524247646332,414,12800.0,3200.0
0.0,44.0,0.4878726899623871,-25.89297930399577,0.48962903022766113,415,13000.0,3250.0
1.0,44.0,0.4878726899623871,-26.372921737970092,0.4913424849510193,416,13000.0,3250.0
2.0,44.0,0.4878726899623871,-26.524833342608282,0.49296897649765015,417,13000.0,3250.0
3.0,44.0,0.4878726899623871,-26.672752903956994,0.49366721510887146,418,13000.0,3250.0
4.0,44.0,0.4878726899623871,-26.727285198136872,0.49390071630477905,419,13000.0,3250.0
0.0,45.0,0.45643046498298645,-26.016586560469406,0.4606567323207855,420,13200.0,3300.0
1.0,45.0,0.45643046498298645,-26.603775868049034,0.46204811334609985,421,13200.0,3300.0
2.0,45.0,0.45643046498298645,-26.69884259884174,0.46203914284706116,422,13200.0,3300.0
3.0,45.0,0.45643046498298645,-26.89031303845919,0.4646676778793335,423,13200.0,3300.0
4.0,45.0,0.45643046498298645,-26.930836017315205,0.46499621868133545,424,13200.0,3300.0
0.0,46.0,0.4618876576423645,-26.192025274600624,0.46259939670562744,425,13400.0,3350.0
1.0,46.0,0.4618876576423645,-26.753407712252635,0.4637528359889984,426,13400.0,3350.0
2.0,46.0,0.4618876576423645,-26.90297328301196,0.46638062596321106,427,13400.0,3350.0
3.0,46.0,0.4618876576423645,-26.933001788157338,0.4670884907245636,428,13400.0,3350.0
4.0,46.0,0.4618876576423645,-27.0630774228078,0.46642470359802246,429,13400.0,3350.0
0.0,47.0,0.43708932399749756,-26.309317730091237,0.4428066611289978,430,13600.0,3400.0
1.0,47.0,0.43708932399749756,-26.77415660575584,0.44624853134155273,431,13600.0,3400.0
2.0,47.0,0.43708932399749756,-26.915460833796747,0.4442497789859772,432,13600.0,3400.0
3.0,47.0,0.43708932399749756,-26.97311924121998,0.4473403990268707,433,13600.0,3400.0
4.0,47.0,0.43708932399749756,-26.99499653003834,0.4446796774864197,434,13600.0,3400.0
0.0,48.0,0.46652278304100037,-26.55635378095839,0.467032253742218,435,13800.0,3450.0
1.0,48.0,0.46652278304100037,-27.37709946102566,0.4682624936103821,436,13800.0,3450.0
2.0,48.0,0.46652278304100037,-27.385130281801576,0.47337937355041504,437,13800.0,3450.0
3.0,48.0,0.46652278304100037,-27.563884805749964,0.47125986218452454,438,13800.0,3450.0
4.0,48.0,0.46652278304100037,-27.596207053573043,0.47213658690452576,439,13800.0,3450.0
5.0,48.0,0.46652278304100037,-27.683386873315882,0.47242921590805054,440,13800.0,3450.0
0.0,49.0,0.4785305857658386,-26.558196813409978,0.4818778336048126,441,14000.0,3500.0
1.0,49.0,0.4785305857658386,-27.320065411654387,0.48389115929603577,442,14000.0,3500.0
2.0,49.0,0.4785305857658386,-27.45518694790927,0.4837562143802643,443,14000.0,3500.0
3.0,49.0,0.4785305857658386,-27.53331711509011,0.48395711183547974,444,14000.0,3500.0
4.0,49.0,0.4785305857658386,-27.537808227539063,0.48348936438560486,445,14000.0,3500.0
0.0,50.0,0.45696747303009033,-27.11253319467817,0.45896202325820923,446,14200.0,3550.0
1.0,50.0,0.45696747303009033,-27.51101589202881,0.46068862080574036,447,14200.0,3550.0
2.0,50.0,0.45696747303009033,-27.575521298817225,0.4603632390499115,448,14200.0,3550.0
3.0,50.0,0.45696747303009033,-27.65494523729597,0.46273764967918396,449,14200.0,3550.0
4.0,50.0,0.45696747303009033,-27.80810785293579,0.4630834460258484,450,14200.0,3550.0
0.0,51.0,0.4382353127002716,-27.03413822776393,0.44274190068244934,451,14400.0,3600.0
1.0,51.0,0.4382353127002716,-27.658837569387334,0.44514185190200806,452,14400.0,3600.0
2.0,51.0,0.4382353127002716,-27.64659443236234,0.44381165504455566,453,14400.0,3600.0
3.0,51.0,0.4382353127002716,-27.81326116595352,0.4434705078601837,454,14400.0,3600.0
4.0,51.0,0.4382353127002716,-27.93128492121111,0.4422045052051544,455,14400.0,3600.0
5.0,51.0,0.4382353127002716,-28.058449226513243,0.442129909992218,456,14400.0,3600.0
0.0,52.0,0.4474121928215027,-27.102504894651215,0.4674908220767975,457,14600.0,3650.0
1.0,52.0,0.4474121928215027,-26.799872760114997,0.4618624150753021,458,14600.0,3650.0
2.0,52.0,0.4474121928215027,-26.69155610840896,0.47006934881210327,459,14600.0,3650.0
3.0,52.0,0.4474121928215027,-26.192305893733582,0.4657300114631653,460,14600.0,3650.0
4.0,52.0,0.4474121928215027,-27.16408061981201,0.46967270970344543,461,14600.0,3650.0
0.0,53.0,0.4471455216407776,-26.311671848954827,0.4471455216407776,462,14800.0,3700.0
1.0,53.0,0.4471455216407776,-27.861085595755743,0.44964128732681274,463,14800.0,3700.0
2.0,53.0,0.4471455216407776,-28.0545412918617,0.4476011097431183,464,14800.0,3700.0
3.0,53.0,0.4471455216407776,-28.032779693603516,0.44897523522377014,465,14800.0,3700.0
4.0,53.0,0.4471455216407776,-28.280500083134093,0.44996652007102966,466,14800.0,3700.0
5.0,53.0,0.4471455216407776,-28.252735960072485,0.4481271505355835,467,14800.0,3700.0
0.0,54.0,0.4347468316555023,-27.621253191414525,0.4367063641548157,468,15000.0,3750.0
1.0,54.0,0.4347468316555023,-28.032670101876985,0.43887242674827576,469,15000.0,3750.0
2.0,54.0,0.4347468316555023,-28.088140423015012,0.4408935308456421,470,15000.0,3750.0
3.0,54.0,0.4347468316555023,-28.265766951997403,0.4386996030807495,471,15000.0,3750.0
4.0,54.0,0.4341008961200714,-28.215939602609406,0.439081609249115,472,15000.0,3750.0
5.0,54.0,0.4341008961200714,-28.391843343185165,0.44010576605796814,473,15000.0,3750.0
6.0,54.0,0.4341008961200714,-28.38024682513738,0.43935588002204895,474,15000.0,3750.0
7.0,54.0,0.4341008961200714,-28.617399538977672,0.43740901350975037,475,15000.0,3750.0
8.0,54.0,0.4341008961200714,-28.518180459232653,0.4392012357711792,476,15000.0,3750.0
9.0,54.0,0.4341008961200714,-28.708192760661497,0.43753376603126526,477,15000.0,3750.0
0.0,55.0,0.437202125787735,-27.541023445129394,0.4404473602771759,478,15200.0,3800.0
1.0,55.0,0.43652617931365967,-28.156082312266033,0.4410308003425598,479,15200.0,3800.0
2.0,55.0,0.43652617931365967,-28.294632053375246,0.4412119686603546,480,15200.0,3800.0
3.0,55.0,0.43652617931365967,-28.366225051879884,0.4417620599269867,481,15200.0,3800.0
4.0,55.0,0.43652617931365967,-28.473810863494872,0.4420515298843384,482,15200.0,3800.0
5.0,55.0,0.43652617931365967,-28.587474854787192,0.43895941972732544,483,15200.0,3800.0
6.0,55.0,0.43652617931365967,-28.669874890645346,0.4410302937030792,484,15200.0,3800.0
0.0,56.0,0.45440447330474854,-27.433697122042297,0.45793861150741577,485,15400.0,3850.0
1.0,56.0,0.45440447330474854,-28.346041507408266,0.46181952953338623,486,15400.0,3850.0
2.0,56.0,0.45440447330474854,-28.163595574801086,0.4601825475692749,487,15400.0,3850.0
3.0,56.0,0.45440447330474854,-28.443781305531985,0.4608892798423767,488,15400.0,3850.0
4.0,56.0,0.45440447330474854,-28.561816324953174,0.46002519130706787,489,15400.0,3850.0
0.0,57.0,0.41544023156166077,-27.870688360245502,0.41606658697128296,490,15600.0,3900.0
1.0,57.0,0.41290223598480225,-28.439131783657388,0.4155001938343048,491,15600.0,3900.0
2.0,57.0,0.41290223598480225,-28.551469709052416,0.41581013798713684,492,15600.0,3900.0
3.0,57.0,0.41290223598480225,-28.716736996760133,0.4176395535469055,493,15600.0,3900.0
4.0,57.0,0.41290223598480225,-28.74032067470863,0.4160386621952057,494,15600.0,3900.0
5.0,57.0,0.41290223598480225,-28.795810074102683,0.41818612813949585,495,15600.0,3900.0
6.0,57.0,0.41290223598480225,-28.89751274859319,0.41822072863578796,496,15600.0,3900.0
0.0,58.0,0.4266480803489685,-27.9139831912133,0.4297422766685486,497,15800.0,3950.0
1.0,58.0,0.4266480803489685,-28.521966780385664,0.4288489818572998,498,15800.0,3950.0
2.0,58.0,0.4266480803489685,-28.642620055906235,0.42941954731941223,499,15800.0,3950.0
3.0,58.0,0.4266480803489685,-28.74763830246464,0.43009674549102783,500,15800.0,3950.0
4.0,58.0,0.4266480803489685,-28.924229037377142,0.4301058351993561,501,15800.0,3950.0
0.0,59.0,0.4278034567832947,-28.477893375215075,0.431049108505249,502,16000.0,4000.0
1.0,59.0,0.4278034567832947,-28.710053973727756,0.4326761066913605,503,16000.0,4000.0
2.0,59.0,0.4278034567832947,-28.911855909559463,0.4350496530532837,504,16000.0,4000.0
3.0,59.0,0.4278034567832947,-29.05053910754976,0.43263038992881775,505,16000.0,4000.0
4.0,59.0,0.4278034567832947,-29.035999994429332,0.4339529275894165,506,16000.0,4000.0
0.0,60.0,0.42032140493392944,-28.57450333237648,0.42442962527275085,507,16200.0,4050.0
1.0,60.0,0.4191906154155731,-28.78075835108757,0.42397844791412354,508,16200.0,4050.0
2.0,60.0,0.4191906154155731,-28.96774125099182,0.4233343303203583,509,16200.0,4050.0
3.0,60.0,0.4191906154155731,-29.04167664051056,0.4253920316696167,510,16200.0,4050.0
4.0,60.0,0.41832488775253296,-29.24488005042076,0.4228171110153198,511,16200.0,4050.0
5.0,60.0,0.41766753792762756,-29.257884681224823,0.4232577681541443,512,16200.0,4050.0
6.0,60.0,0.41766753792762756,-29.33195248246193,0.4259604215621948,513,16200.0,4050.0
7.0,60.0,0.41766753792762756,-29.373305588960648,0.42538273334503174,514,16200.0,4050.0
8.0,60.0,0.41766753792762756,-29.479460835456848,0.4241507947444916,515,16200.0,4050.0
9.0,60.0,0.41766753792762756,-29.594737946987152,0.4248312711715698,516,16200.0,4050.0
10.0,60.0,0.41766753792762756,-29.59814277291298,0.42294082045555115,517,16200.0,4050.0
0.0,61.0,0.40583980083465576,-28.3438723050631,0.4158724844455719,518,16400.0,4100.0
1.0,61.0,0.40583980083465576,-28.704634681114783,0.4111678898334503,519,16400.0,4100.0
2.0,61.0,0.40583980083465576,-28.959580817589394,0.41654741764068604,520,16400.0,4100.0
3.0,61.0,0.40583980083465576,-29.05755976163424,0.4168364703655243,521,16400.0,4100.0
4.0,61.0,0.40583980083465576,-29.032371697059045,0.4156428277492523,522,16400.0,4100.0
0.0,62.0,0.3987339735031128,-28.450774295513447,0.3987339735031128,523,16600.0,4150.0
1.0,62.0,0.3987339735031128,-29.450282346285306,0.40180596709251404,524,16600.0,4150.0
2.0,62.0,0.3987339735031128,-29.57730196439303,0.40235063433647156,525,16600.0,4150.0
3.0,62.0,0.3987339735031128,-29.594700211745042,0.4026646018028259,526,16600.0,4150.0
4.0,62.0,0.3987339735031128,-29.646306522075946,0.40194377303123474,527,16600.0,4150.0
5.0,62.0,0.3987339735031128,-29.708709482046274,0.4023968577384949,528,16600.0,4150.0
0.0,63.0,0.37911584973335266,-28.978663589015152,0.3836526572704315,529,16800.0,4200.0
1.0,63.0,0.37911584973335266,-29.461020960952297,0.3836686313152313,530,16800.0,4200.0
2.0,63.0,0.37911584973335266,-29.52602817073013,0.3835133910179138,531,16800.0,4200.0
3.0,63.0,0.37911584973335266,-29.661984617059883,0.38463613390922546,532,16800.0,4200.0
4.0,63.0,0.37911584973335266,-29.735715374802098,0.38535359501838684,533,16800.0,4200.0
0.0,64.0,0.3961797058582306,-29.22858232526637,0.39879801869392395,534,17000.0,4250.0
1.0,64.0,0.3961797058582306,-29.551670102930782,0.39889562129974365,535,17000.0,4250.0
2.0,64.0,0.3961797058582306,-29.64811860269575,0.4007556736469269,536,17000.0,4250.0
3.0,64.0,0.3961797058582306,-29.7296214032529,0.3997000455856323,537,17000.0,4250.0
4.0,64.0,0.3961797058582306,-29.844480656865816,0.4016771614551544,538,17000.0,4250.0
0.0,65.0,0.3724958598613739,-29.33372113283943,0.3764709234237671,539,17200.0,4300.0
1.0,65.0,0.37121596932411194,-29.460948270909928,0.37503311038017273,540,17200.0,4300.0
2.0,65.0,0.37121596932411194,-29.720455786761114,0.3753907382488251,541,17200.0,4300.0
3.0,65.0,0.37121596932411194,-29.76107224296121,0.37694796919822693,542,17200.0,4300.0
4.0,65.0,0.37121596932411194,-29.837530584896314,0.37774857878685,543,17200.0,4300.0
5.0,65.0,0.37121596932411194,-29.915648123797247,0.37783434987068176,544,17200.0,4300.0
6.0,65.0,0.37121596932411194,-30.045538537642535,0.37664300203323364,545,17200.0,4300.0
0.0,66.0,0.3923642039299011,-29.182947495404413,0.3938118815422058,546,17400.0,4350.0
1.0,66.0,0.3923642039299011,-29.91522803026087,0.39651232957839966,547,17400.0,4350.0
2.0,66.0,0.39163345098495483,-29.953466499553006,0.3955020606517792,548,17400.0,4350.0
3.0,66.0,0.39163345098495483,-30.123420294593362,0.3996826708316803,549,17400.0,4350.0
4.0,66.0,0.39163345098495483,-30.124057545381433,0.3971624970436096,550,17400.0,4350.0
5.0,66.0,0.39163345098495483,-30.264218919417438,0.3975827395915985,551,17400.0,4350.0
6.0,66.0,0.39163345098495483,-30.36700055178474,0.3968469798564911,552,17400.0,4350.0
7.0,66.0,0.39163345098495483,-30.32405474606682,0.4014998972415924,553,17400.0,4350.0
0.0,67.0,0.3878743350505829,-29.594142582105555,0.39371493458747864,554,17600.0,4400.0
1.0,67.0,0.3878743350505829,-30.08269749517026,0.39538848400115967,555,17600.0,4400.0
2.0,67.0,0.3878743350505829,-30.10939031407453,0.39413851499557495,556,17600.0,4400.0
3.0,67.0,0.3878743350505829,-30.28653733626656,0.3954603374004364,557,17600.0,4400.0
4.0,67.0,0.3878743350505829,-30.280445264733356,0.3939287066459656,558,17600.0,4400.0
0.0,68.0,0.37379926443099976,-29.86062115260533,0.375995934009552,559,17800.0,4450.0
1.0,68.0,0.37379926443099976,-30.200668580191476,0.37736180424690247,560,17800.0,4450.0
2.0,68.0,0.37379926443099976,-30.31016445159912,0.37900036573410034,561,17800.0,4450.0
3.0,68.0,0.37379926443099976,-30.31974402836391,0.37781089544296265,562,17800.0,4450.0
4.0,68.0,0.37379926443099976,-30.47638100215367,0.3802433907985687,563,17800.0,4450.0
5.0,68.0,0.37379926443099976,-30.498212269374303,0.37888818979263306,564,17800.0,4450.0
0.0,69.0,0.38028377294540405,-29.636156780619018,0.3856731951236725,565,18000.0,4500.0
1.0,69.0,0.38028377294540405,-30.213256459840586,0.3860914409160614,566,18000.0,4500.0
2.0,69.0,0.38028377294540405,-30.30219658327774,0.3857992887496948,567,18000.0,4500.0
3.0,69.0,0.38028377294540405,-30.410606491733606,0.386340469121933,568,18000.0,4500.0
4.0,69.0,0.38028377294540405,-30.48086765450491,0.3863278329372406,569,18000.0,4500.0
0.0,70.0,0.3619953691959381,-29.955874760945637,0.36893752217292786,570,18200.0,4550.0
1.0,70.0,0.3619953691959381,-30.08882890807258,0.3723483681678772,571,18200.0,4550.0
2.0,70.0,0.3619953691959381,-30.175679789649116,0.37183982133865356,572,18200.0,4550.0
3.0,70.0,0.3619953691959381,-30.336286730236477,0.37171944975852966,573,18200.0,4550.0
4.0,70.0,0.3619953691959381,-30.25832772254944,0.37356874346733093,574,18200.0,4550.0
0.0,71.0,0.3637118935585022,-29.835753228929306,0.3637118935585022,575,18400.0,4600.0
1.0,71.0,0.3617580533027649,-30.441534757614136,0.3620108366012573,576,18400.0,4600.0
2.0,71.0,0.3617580533027649,-30.644579887390137,0.36634358763694763,577,18400.0,4600.0
3.0,71.0,0.3617580533027649,-30.620380030737984,0.3657245337963104,578,18400.0,4600.0
4.0,71.0,0.3617580533027649,-30.70248296525743,0.3648548424243927,579,18400.0,4600.0
5.0,71.0,0.3617580533027649,-30.820186138153076,0.36572492122650146,580,18400.0,4600.0
6.0,71.0,0.3617580533027649,-30.93956496980455,0.36508235335350037,581,18400.0,4600.0
0.0,72.0,0.34437671303749084,-30.086708513024735,0.3503960967063904,582,18600.0,4650.0
1.0,72.0,0.34437671303749084,-30.57159460407414,0.35025084018707275,583,18600.0,4650.0
2.0,72.0,0.34437671303749084,-30.66961489638237,0.3504868447780609,584,18600.0,4650.0
3.0,72.0,0.34437671303749084,-30.791035586840486,0.34890279173851013,585,18600.0,4650.0
4.0,72.0,0.34437671303749084,-30.828219061028467,0.34859272837638855,586,18600.0,4650.0
