epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
69.0,0.0,1.2565815448760986,-4.055874347686768,1.2617642879486084,70,4200.0,1050.0
70.0,0.0,1.2518662214279175,-4.766899894265568,1.2540090084075928,71,4200.0,1050.0
71.0,0.0,1.2485384941101074,-4.8708127807168395,1.2603412866592407,72,4200.0,1050.0
72.0,0.0,1.2485384941101074,-4.964617112103631,1.2498518228530884,73,4200.0,1050.0
73.0,0.0,1.2379357814788818,-5.320577817804673,1.2381517887115479,74,4200.0,1050.0
74.0,0.0,1.2379357814788818,-5.741137504577637,1.237409234046936,75,4200.0,1050.0
75.0,0.0,1.2292652130126953,-6.0828202752506035,1.230872392654419,76,4200.0,1050.0
76.0,0.0,1.2292652130126953,-6.208400165333467,1.2262852191925049,77,4200.0,1050.0
77.0,0.0,1.2292652130126953,-5.759798386517693,1.2508052587509155,78,4200.0,1050.0
78.0,0.0,1.2211498022079468,-5.684290661531336,1.2294151782989502,79,4200.0,1050.0
79.0,0.0,1.216172218322754,-6.696043098674101,1.2169532775878906,80,4200.0,1050.0
80.0,0.0,1.2085533142089844,-7.453506834366742,1.2092528343200684,81,4200.0,1050.0
81.0,0.0,1.2014487981796265,-7.170208145590389,1.2211685180664062,82,4200.0,1050.0
82.0,0.0,1.1986441612243652,-7.633927766014548,1.206215262413025,83,4200.0,1050.0
83.0,0.0,1.192812442779541,-8.06990073708927,1.196649193763733,84,4200.0,1050.0
84.0,0.0,1.192812442779541,-8.336969824398265,1.1932474374771118,85,4200.0,1050.0
85.0,0.0,1.183307409286499,-8.704256282133215,1.18340003490448,86,4200.0,1050.0
86.0,0.0,1.183307409286499,-9.041135114781996,1.1800956726074219,87,4200.0,1050.0
87.0,0.0,1.174070954322815,-9.005257662604837,1.174070954322815,88,4200.0,1050.0
88.0,0.0,1.168190836906433,-9.537267404444078,1.16869056224823,89,4200.0,1050.0
89.0,0.0,1.1638813018798828,-9.180089305428897,1.1767085790634155,90,4200.0,1050.0
90.0,0.0,1.1638813018798828,-9.148659593918744,1.168918251991272,91,4200.0,1050.0
91.0,0.0,1.1588753461837769,-9.668564179364372,1.1601924896240234,92,4200.0,1050.0
92.0,0.0,1.1525299549102783,-10.135251718408922,1.1590039730072021,93,4200.0,1050.0
93.0,0.0,1.1525299549102783,-10.269363178926355,1.1538419723510742,94,4200.0,1050.0
94.0,0.0,1.1452138423919678,-10.442420286290785,1.1470162868499756,95,4200.0,1050.0
95.0,0.0,1.1402593851089478,-9.8281527968014,1.1506216526031494,96,4200.0,1050.0
96.0,0.0,1.1370478868484497,-10.41342062108657,1.1433342695236206,97,4200.0,1050.0
97.0,0.0,1.1370478868484497,-10.831197570351993,1.141979455947876,98,4200.0,1050.0
98.0,0.0,1.131903886795044,-10.728250784032484,1.1407848596572876,99,4200.0,1050.0
99.0,0.0,1.12840735912323,-11.051854526295381,1.1349124908447266,100,4200.0,1050.0
100.0,0.0,1.1250557899475098,-11.266929065479951,1.1291468143463135,101,4200.0,1050.0
101.0,0.0,1.11610746383667,-11.690109533422133,1.11610746383667,102,4200.0,1050.0
102.0,0.0,1.11610746383667,-12.213738441467285,1.116402506828308,103,4200.0,1050.0
103.0,0.0,1.1102063655853271,-12.71238411174101,1.1114007234573364,104,4200.0,1050.0
104.0,0.0,1.1102063655853271,-12.797954503227682,1.1081651449203491,105,4200.0,1050.0
105.0,0.0,1.1044743061065674,-13.02937962027157,1.1048555374145508,106,4200.0,1050.0
106.0,0.0,1.1044743061065674,-12.190292246201459,1.1101757287979126,107,4200.0,1050.0
107.0,0.0,1.1044743061065674,-12.284631504732019,1.1086711883544922,108,4200.0,1050.0
108.0,0.0,1.0984885692596436,-12.826656958636116,1.100639820098877,109,4200.0,1050.0
109.0,0.0,1.0984885692596436,-12.828476344837862,1.1026191711425781,110,4200.0,1050.0
110.0,0.0,1.0930885076522827,-12.887991456424489,1.0957365036010742,111,4200.0,1050.0
111.0,0.0,1.090233564376831,-12.94740244921516,1.0966606140136719,112,4200.0,1050.0
112.0,0.0,1.090233564376831,-13.049887152279124,1.0919643640518188,113,4200.0,1050.0
113.0,0.0,1.090233564376831,-13.482135211720186,1.0901141166687012,114,4200.0,1050.0
114.0,0.0,1.086900234222412,-13.405353826635023,1.0947953462600708,115,4200.0,1050.0
115.0,0.0,1.086900234222412,-13.339635007521686,1.0923750400543213,116,4200.0,1050.0
116.0,0.0,1.0819249153137207,-13.886999915627872,1.0841716527938843,117,4200.0,1050.0
117.0,0.0,1.0778330564498901,-14.201073758742389,1.0821888446807861,118,4200.0,1050.0
118.0,0.0,1.0778330564498901,-14.47713352652157,1.080747365951538,119,4200.0,1050.0
119.0,0.0,1.073268175125122,-14.660323703990263,1.0757182836532593,120,4200.0,1050.0
120.0,0.0,1.073268175125122,-14.645359207602109,1.079197883605957,121,4200.0,1050.0
121.0,0.0,1.067400574684143,-14.92275759753059,1.0674395561218262,122,4200.0,1050.0
122.0,0.0,1.067400574684143,-15.049059306873994,1.0651437044143677,123,4200.0,1050.0
123.0,0.0,1.0652227401733398,-14.632345648372874,1.0754892826080322,124,4200.0,1050.0
124.0,0.0,1.0652227401733398,-14.762130625107709,1.0755422115325928,125,4200.0,1050.0
125.0,0.0,1.0652227401733398,-14.711230951197008,1.0675300359725952,126,4200.0,1050.0
126.0,0.0,1.0652227401733398,-14.605089916902429,1.0687355995178223,127,4200.0,1050.0
127.0,0.0,1.0618473291397095,-15.25883960723877,1.0676089525222778,128,4200.0,1050.0
128.0,0.0,1.0618473291397095,-15.433819770812988,1.0608868598937988,129,4200.0,1050.0
129.0,0.0,1.058361291885376,-15.06605838326847,1.0610957145690918,130,4200.0,1050.0
130.0,0.0,1.0549572706222534,-15.48459799149457,1.056902527809143,131,4200.0,1050.0
131.0,0.0,1.0523560047149658,-16.020380356732538,1.0554898977279663,132,4200.0,1050.0
132.0,0.0,1.0523560047149658,-16.139479973736933,1.055142879486084,133,4200.0,1050.0
133.0,0.0,1.048703670501709,-15.989420946906595,1.0524872541427612,134,4200.0,1050.0
134.0,0.0,1.0467873811721802,-15.905739167157341,1.0530146360397339,135,4200.0,1050.0
135.0,0.0,1.0467873811721802,-15.792526918299059,1.0533920526504517,136,4200.0,1050.0
136.0,0.0,1.0467873811721802,-16.196030392366296,1.0477873086929321,137,4200.0,1050.0
137.0,0.0,1.0467873811721802,-16.19112570145551,1.0492334365844727,138,4200.0,1050.0
138.0,0.0,1.0467873811721802,-16.356474539812872,1.0479553937911987,139,4200.0,1050.0
139.0,0.0,1.0415204763412476,-16.850979748894186,1.0426390171051025,140,4200.0,1050.0
140.0,0.0,1.0415204763412476,-16.847361171946805,1.0410995483398438,141,4200.0,1050.0
141.0,0.0,1.0415204763412476,-17.194149129530963,1.0408471822738647,142,4200.0,1050.0
142.0,0.0,1.037613868713379,-16.903035219977884,1.0410832166671753,143,4200.0,1050.0
143.0,0.0,1.037613868713379,-16.88286012761733,1.0413296222686768,144,4200.0,1050.0
144.0,0.0,1.037613868713379,-16.94279883889591,1.0366687774658203,145,4200.0,1050.0
145.0,0.0,1.037613868713379,-17.108554559595444,1.0367937088012695,146,4200.0,1050.0
146.0,0.0,1.037613868713379,-17.13844097361845,1.038519024848938,147,4200.0,1050.0
147.0,0.0,1.037613868713379,-17.54099251242245,1.035914421081543,148,4200.0,1050.0
0.0,1.0,0.8049448728561401,-13.152943876054552,0.8119949698448181,149,4400.0,1100.0
1.0,1.0,0.8007543087005615,-15.082991282145182,0.8018476366996765,150,4400.0,1100.0
2.0,1.0,0.8007543087005615,-16.02096234427558,0.79953533411026,151,4400.0,1100.0
3.0,1.0,0.8007543087005615,-16.34032366010878,0.8019493818283081,152,4400.0,1100.0
4.0,1.0,0.7977162003517151,-16.487380292680527,0.8005314469337463,153,4400.0,1100.0
5.0,1.0,0.7977162003517151,-16.701570351918537,0.805805504322052,154,4400.0,1100.0
6.0,1.0,0.7977162003517151,-16.849849806891548,0.8040468692779541,155,4400.0,1100.0
7.0,1.0,0.7977162003517151,-17.109885215759277,0.8008868098258972,156,4400.0,1100.0
8.0,1.0,0.7977162003517151,-17.114317576090496,0.8053683042526245,157,4400.0,1100.0
9.0,1.0,0.7977162003517151,-17.259266535441082,0.8069421052932739,158,4400.0,1100.0
0.0,2.0,0.6808079481124878,-15.555506494310167,0.6864274740219116,159,4600.0,1150.0
1.0,2.0,0.6808079481124878,-16.733686129252117,0.6826459765434265,160,4600.0,1150.0
2.0,2.0,0.6808079481124878,-17.019678857591416,0.6876183152198792,161,4600.0,1150.0
3.0,2.0,0.6808079481124878,-17.33727635277642,0.6921266913414001,162,4600.0,1150.0
4.0,2.0,0.6808079481124878,-17.539697647094727,0.6939236521720886,163,4600.0,1150.0
0.0,3.0,0.6796185374259949,-16.122424175864772,0.6796185374259949,164,4800.0,1200.0
1.0,3.0,0.6717227697372437,-16.846422396208112,0.6728380918502808,165,4800.0,1200.0
2.0,3.0,0.6690671443939209,-16.972664883262233,0.6707583069801331,166,4800.0,1200.0
3.0,3.0,0.6690671443939209,-17.15642627916838,0.674005925655365,167,4800.0,1200.0
4.0,3.0,0.6690671443939209,-17.310198532907588,0.674595296382904,168,4800.0,1200.0
5.0,3.0,0.6690671443939209,-17.46853296380294,0.675331175327301,169,4800.0,1200.0
6.0,3.0,0.6690671443939209,-17.634600287989567,0.6785323619842529,170,4800.0,1200.0
7.0,3.0,0.6677412390708923,-17.494272131668893,0.6791233420372009,171,4800.0,1200.0
8.0,3.0,0.6677412390708923,-17.79104815031353,0.6818142533302307,172,4800.0,1200.0
9.0,3.0,0.6677412390708923,-17.688502663060238,0.6829255819320679,173,4800.0,1200.0
10.0,3.0,0.6677412390708923,-17.718225077578897,0.683452308177948,174,4800.0,1200.0
11.0,3.0,0.6677412390708923,-18.046019905491878,0.6824108362197876,175,4800.0,1200.0
12.0,3.0,0.6677412390708923,-18.163370433606598,0.6809502243995667,176,4800.0,1200.0
0.0,4.0,0.7121628522872925,-15.655179834365844,0.7133837342262268,177,5000.0,1250.0
1.0,4.0,0.7065330743789673,-16.88754243850708,0.707199215888977,178,5000.0,1250.0
2.0,4.0,0.7065330743789673,-17.262854480743407,0.7107344269752502,179,5000.0,1250.0
3.0,4.0,0.7065330743789673,-17.570005702972413,0.7121773958206177,180,5000.0,1250.0
4.0,4.0,0.7049704790115356,-17.775875854492188,0.7150582671165466,181,5000.0,1250.0
5.0,4.0,0.7049704790115356,-17.811054992675782,0.7169702053070068,182,5000.0,1250.0
6.0,4.0,0.7049704790115356,-17.775297737121583,0.7190174460411072,183,5000.0,1250.0
7.0,4.0,0.7049704790115356,-18.066877365112305,0.7207465767860413,184,5000.0,1250.0
8.0,4.0,0.7049704790115356,-18.296463298797608,0.7241870760917664,185,5000.0,1250.0
9.0,4.0,0.7049704790115356,-18.509697723388673,0.7230562567710876,186,5000.0,1250.0
0.0,5.0,0.6482550501823425,-16.186391921270463,0.6528224349021912,187,5200.0,1300.0
1.0,5.0,0.6467400789260864,-17.05622455051967,0.6503542065620422,188,5200.0,1300.0
2.0,5.0,0.6467400789260864,-17.558900742303756,0.6515041589736938,189,5200.0,1300.0
3.0,5.0,0.6467400789260864,-17.653411683582124,0.6546480059623718,190,5200.0,1300.0
4.0,5.0,0.6467400789260864,-17.709421975272043,0.6558846831321716,191,5200.0,1300.0
5.0,5.0,0.6467400789260864,-18.076019287109375,0.6538712978363037,192,5200.0,1300.0
6.0,5.0,0.6467400789260864,-18.212493624005997,0.6585171818733215,193,5200.0,1300.0
0.0,6.0,0.6858751773834229,-16.263696583834562,0.6882458925247192,194,5400.0,1350.0
1.0,6.0,0.6858751773834229,-16.997956362637606,0.6890304088592529,195,5400.0,1350.0
2.0,6.0,0.6858751773834229,-17.279913728887383,0.6915372014045715,196,5400.0,1350.0
3.0,6.0,0.6858751773834229,-17.4746168309992,0.6994661688804626,197,5400.0,1350.0
4.0,6.0,0.6858751773834229,-17.612557237798516,0.700844943523407,198,5400.0,1350.0
5.0,6.0,0.6858751773834229,-17.731622435829856,0.6990181803703308,199,5400.0,1350.0
0.0,7.0,0.6595165133476257,-16.038003011183307,0.6595165133476257,200,5600.0,1400.0
1.0,7.0,0.6544947028160095,-17.279302423650567,0.6546420454978943,201,5600.0,1400.0
2.0,7.0,0.6544947028160095,-17.603066617792305,0.6598032712936401,202,5600.0,1400.0
3.0,7.0,0.6544947028160095,-17.62486778606068,0.6582415103912354,203,5600.0,1400.0
4.0,7.0,0.6544947028160095,-17.90390326760032,0.6601074934005737,204,5600.0,1400.0
5.0,7.0,0.6544947028160095,-18.037631901827726,0.6594708561897278,205,5600.0,1400.0
6.0,7.0,0.6544947028160095,-17.93294334411621,0.6632459163665771,206,5600.0,1400.0
0.0,8.0,0.7033693194389343,-16.332208965135656,0.7033693194389343,207,5800.0,1450.0
1.0,8.0,0.7011831998825073,-17.098869738371477,0.7031359076499939,208,5800.0,1450.0
2.0,8.0,0.7011831998825073,-17.409231185913086,0.7048332095146179,209,5800.0,1450.0
3.0,8.0,0.7011831998825073,-17.658329175866168,0.7070578932762146,210,5800.0,1450.0
4.0,8.0,0.7011831998825073,-17.797774356344473,0.7066563367843628,211,5800.0,1450.0
5.0,8.0,0.7011831998825073,-17.837659669959027,0.711831271648407,212,5800.0,1450.0
6.0,8.0,0.7011831998825073,-17.86198226265285,0.7132740616798401,213,5800.0,1450.0
0.0,9.0,0.7131845951080322,-16.237316409746807,0.7131845951080322,214,6000.0,1500.0
1.0,9.0,0.7131845951080322,-16.977914253870647,0.7137323617935181,215,6000.0,1500.0
2.0,9.0,0.7113773226737976,-17.225017070770264,0.7118405699729919,216,6000.0,1500.0
3.0,9.0,0.7077724933624268,-17.58953603108724,0.7114018797874451,217,6000.0,1500.0
4.0,9.0,0.7077724933624268,-17.650547583897907,0.7127359509468079,218,6000.0,1500.0
5.0,9.0,0.7077724933624268,-17.685097297032673,0.7125009894371033,219,6000.0,1500.0
6.0,9.0,0.7077724933624268,-17.784698009490967,0.7185760736465454,220,6000.0,1500.0
7.0,9.0,0.7062531113624573,-17.88265347480774,0.7153998017311096,221,6000.0,1500.0
8.0,9.0,0.7062531113624573,-18.057224988937378,0.7131887078285217,222,6000.0,1500.0
9.0,9.0,0.7041857242584229,-17.819695631663006,0.7147478461265564,223,6000.0,1500.0
10.0,9.0,0.7041857242584229,-17.97256875038147,0.7187983989715576,224,6000.0,1500.0
11.0,9.0,0.7041857242584229,-18.192901531855266,0.7143248319625854,225,6000.0,1500.0
12.0,9.0,0.7041857242584229,-18.43642218907674,0.7091920375823975,226,6000.0,1500.0
13.0,9.0,0.7041857242584229,-18.666817506154377,0.7098469138145447,227,6000.0,1500.0
14.0,9.0,0.7041857242584229,-19.09060748418172,0.7116647362709045,228,6000.0,1500.0
0.0,10.0,0.7044869661331177,-16.239819259643554,0.7082270979881287,229,6200.0,1550.0
1.0,10.0,0.7044869661331177,-17.719413452148437,0.7061647772789001,230,6200.0,1550.0
2.0,10.0,0.7044869661331177,-18.105369644165037,0.7150143384933472,231,6200.0,1550.0
3.0,10.0,0.7044869661331177,-18.07213768005371,0.7161335349082947,232,6200.0,1550.0
4.0,10.0,0.7044869661331177,-18.15222427368164,0.7155595421791077,233,6200.0,1550.0
5.0,10.0,0.7044869661331177,-18.460371627807618,0.7156320810317993,234,6200.0,1550.0
0.0,11.0,0.6764867305755615,-16.61712028503418,0.6797884702682495,235,6400.0,1600.0
1.0,11.0,0.6764867305755615,-17.76973922729492,0.684354841709137,236,6400.0,1600.0
2.0,11.0,0.6764867305755615,-18.074295806884766,0.6820756793022156,237,6400.0,1600.0
3.0,11.0,0.6764867305755615,-18.29155548095703,0.6835129857063293,238,6400.0,1600.0
4.0,11.0,0.6764867305755615,-18.375699005126954,0.6879518032073975,239,6400.0,1600.0
5.0,11.0,0.6764867305755615,-18.40709342956543,0.6919578313827515,240,6400.0,1600.0
0.0,12.0,0.6700737476348877,-17.080616217393143,0.6677502393722534,241,6600.0,1650.0
1.0,12.0,0.6674039363861084,-17.87425400660588,0.6723617315292358,242,6600.0,1650.0
2.0,12.0,0.6674039363861084,-18.00060484959529,0.6722465753555298,243,6600.0,1650.0
3.0,12.0,0.6674039363861084,-18.190086511465218,0.6711553931236267,244,6600.0,1650.0
4.0,12.0,0.6674039363861084,-18.30893171750582,0.6769401431083679,245,6600.0,1650.0
5.0,12.0,0.6674039363861084,-18.451827562772312,0.6783835291862488,246,6600.0,1650.0
6.0,12.0,0.6674039363861084,-18.473072198721077,0.680713951587677,247,6600.0,1650.0
0.0,13.0,0.7076018452644348,-17.054389317830402,0.7156115174293518,248,6800.0,1700.0
1.0,13.0,0.7076018452644348,-18.040307998657227,0.7191128134727478,249,6800.0,1700.0
2.0,13.0,0.7076018452644348,-18.323576397365994,0.7244470119476318,250,6800.0,1700.0
3.0,13.0,0.7076018452644348,-18.41961443865741,0.7251222729682922,251,6800.0,1700.0
4.0,13.0,0.7076018452644348,-18.52164155465585,0.7300550937652588,252,6800.0,1700.0
0.0,14.0,0.6848511099815369,-17.97109249659947,0.690794050693512,253,7000.0,1750.0
1.0,14.0,0.6833316683769226,-18.27661316735404,0.6931237578392029,254,7000.0,1750.0
2.0,14.0,0.6833316683769226,-18.52355487006051,0.7034057378768921,255,7000.0,1750.0
3.0,14.0,0.6833316683769226,-18.632363319396973,0.7029869556427002,256,7000.0,1750.0
4.0,14.0,0.6833316683769226,-18.90551083428519,0.701306939125061,257,7000.0,1750.0
5.0,14.0,0.6833316683769226,-18.966547080448695,0.7075684666633606,258,7000.0,1750.0
6.0,14.0,0.6833316683769226,-18.9574385370527,0.7048436999320984,259,7000.0,1750.0
0.0,15.0,0.638555645942688,-17.438035011291504,0.6447888612747192,260,7200.0,1800.0
1.0,15.0,0.638555645942688,-18.2305666824867,0.6506738066673279,261,7200.0,1800.0
2.0,15.0,0.638555645942688,-18.546163295877392,0.6547085046768188,262,7200.0,1800.0
3.0,15.0,0.638555645942688,-18.930950493648133,0.6567020416259766,263,7200.0,1800.0
4.0,15.0,0.638555645942688,-19.139817731133824,0.6602569818496704,264,7200.0,1800.0
5.0,15.0,0.638555645942688,-19.069001230700263,0.6606426239013672,265,7200.0,1800.0
0.0,16.0,0.5678214430809021,-17.47468922056001,0.5708259344100952,266,7400.0,1850.0
1.0,16.0,0.5678214430809021,-18.887490831572435,0.5730687379837036,267,7400.0,1850.0
2.0,16.0,0.5678214430809021,-19.089900181211274,0.5807041525840759,268,7400.0,1850.0
3.0,16.0,0.5678214430809021,-19.278470729959423,0.5777813792228699,269,7400.0,1850.0
4.0,16.0,0.5678214430809021,-19.357853725038726,0.5843308568000793,270,7400.0,1850.0
5.0,16.0,0.5678214430809021,-19.232300001999427,0.5839669704437256,271,7400.0,1850.0
0.0,17.0,0.6065698862075806,-18.663340950012206,0.6065698862075806,272,7600.0,1900.0
1.0,17.0,0.6054315567016602,-19.078181012471518,0.6117407083511353,273,7600.0,1900.0
2.0,17.0,0.6054315567016602,-19.167477989196776,0.6181247234344482,274,7600.0,1900.0
3.0,17.0,0.6054315567016602,-19.533018366495767,0.6180018186569214,275,7600.0,1900.0
4.0,17.0,0.6054315567016602,-19.83756593068441,0.6204742789268494,276,7600.0,1900.0
5.0,17.0,0.6054315567016602,-20.01698048909505,0.6224716305732727,277,7600.0,1900.0
6.0,17.0,0.6054315567016602,-20.032341893513998,0.6225401163101196,278,7600.0,1900.0
0.0,18.0,0.6054580211639404,-18.48515599773776,0.6130883693695068,279,7800.0,1950.0
1.0,18.0,0.6054580211639404,-19.415624495475523,0.616260290145874,280,7800.0,1950.0
2.0,18.0,0.6054580211639404,-19.65875385653588,0.6263948678970337,281,7800.0,1950.0
3.0,18.0,0.6054580211639404,-19.86868396882088,0.625501811504364,282,7800.0,1950.0
4.0,18.0,0.6054580211639404,-19.99904546430034,0.6315110325813293,283,7800.0,1950.0
0.0,19.0,0.5647162795066833,-19.632512092590332,0.5744035243988037,284,8000.0,2000.0
1.0,19.0,0.5647162795066833,-20.111433446407318,0.5743681192398071,285,8000.0,2000.0
2.0,19.0,0.5647162795066833,-20.285483956336975,0.5794937014579773,286,8000.0,2000.0
3.0,19.0,0.5647162795066833,-20.45011216402054,0.5829094052314758,287,8000.0,2000.0
4.0,19.0,0.5647162795066833,-20.67232918739319,0.5867175459861755,288,8000.0,2000.0
0.0,20.0,0.537792980670929,-19.908810702237215,0.565066397190094,289,8200.0,2050.0
1.0,20.0,0.537792980670929,-19.190304669466887,0.5689512491226196,290,8200.0,2050.0
2.0,20.0,0.537792980670929,-19.670244390314277,0.5628890991210938,291,8200.0,2050.0
3.0,20.0,0.537792980670929,-19.711634029041637,0.5656158328056335,292,8200.0,2050.0
4.0,20.0,0.537792980670929,-20.019237865101207,0.5765041708946228,293,8200.0,2050.0
0.0,21.0,0.5766535997390747,-19.61168271845037,0.5766535997390747,294,8400.0,2100.0
1.0,21.0,0.5738739967346191,-21.065830346309777,0.5747401714324951,295,8400.0,2100.0
2.0,21.0,0.5738739967346191,-21.27480934605454,0.5802912712097168,296,8400.0,2100.0
3.0,21.0,0.5738739967346191,-21.495371905240145,0.581579327583313,297,8400.0,2100.0
4.0,21.0,0.5738739967346191,-21.605700637354996,0.5819684267044067,298,8400.0,2100.0
