actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,step
-1.0103094641566277,-123.26449012756348,-1.0,0.01739026453718543,0.1867630117535591,0.4505560261905193,21.48476946258545,98000
-0.9997333723604679,-125.30068203735351,-1.0,-0.0003811132851988077,0.18736425076425076,0.4700097118914127,21.493248388290404,99000
-1.0134223389029502,-126.6017590789795,-1.0,0.02244123121537268,0.18785022392868997,0.46808995378017426,21.6114090385437,100000
-0.9836271722912788,-128.8925307998657,-1.0,-0.02720179333537817,0.18858280128240584,0.5093434657305479,21.502583864212035,101000
-1.0040860641300677,-130.2151106338501,-1.0,0.0069258809648454185,0.18908332104980946,0.5038244504034519,21.85083018875122,102000
-0.9967179104685784,-132.09920166015624,-1.0,-0.0054197616968303915,0.1868119783550501,0.5282502008974552,21.62575674152374,103000
-1.0049678844213485,-133.95485131835937,-1.0,0.00836497675999999,0.18777769003808498,0.547764646679163,21.814367132186888,104000
-1.0096643869578839,-135.38896663665773,-1.0,0.016112228970974685,0.19036766649782658,0.5471520732343197,21.633094049453735,105000
-1.011825529396534,-138.1205541381836,-1.0,0.01953322815708816,0.19339594399929047,0.5806565600335598,21.61744634628296,106000
-1.016536975413561,-139.61026948547362,-1.0,0.026927176164463162,0.19781674952805042,0.5816240930259228,21.242829043388365,107000
-1.0219980124533177,-141.61393408203125,-1.0,0.035193430880084635,0.20029060958325862,0.5965723602771759,21.169024859428404,108000
-1.0062876121401787,-144.04253726196288,-1.0,0.009951550399884582,0.2071908792257309,0.6130281150341034,22.125214594841005,109000
-1.0017486521303653,-145.69843785095216,-1.0,0.002811898885294795,0.2082958884239197,0.6169006299376488,22.11786217021942,110000
-1.0065186754465103,-148.52265698242186,-1.0,0.010267494432628154,0.20773847904801368,0.6662117518782615,21.89427541255951,111000
-1.0196625791192055,-150.52154194641113,-1.0,0.03042972908169031,0.2134610063880682,0.6694683417379856,21.72090503501892,112000
-1.0060791046619415,-152.9476624145508,-1.0,0.00934801659360528,0.21637734566628933,0.6927499316930771,21.75812159347534,113000
-1.0033434990644454,-155.66797425842284,-1.0,0.005157935062423348,0.22005534702539445,0.7127223169207573,22.094950236320496,114000
-1.0153778463304042,-157.6778009185791,-1.0,0.02321754634939134,0.22138083031773567,0.7078097217082977,21.666161940574646,115000
-1.0133906036019324,-160.58965922546386,-1.0,0.01997657786309719,0.2256757332533598,0.755908579826355,21.8704491147995,116000
-0.9925923380553723,-162.6428335876465,-1.0,-0.010915733693167567,0.22796511149406434,0.7680140878260135,21.962806478500365,117000
-0.992639685690403,-164.75279244995116,-1.0,-0.010922804018482566,0.22431931713223457,0.7923385669887066,21.988334393501283,118000
-1.0179233573973179,-167.3397331237793,-1.0,0.02666261253505945,0.22711737152934075,0.8220768964290619,21.626136880874633,119000
-0.9955010855197907,-168.8107826385498,-1.0,-0.006563952652737498,0.22913490958511828,0.818604273378849,22.039114272117615,120000
-1.0138083717226982,-171.65549150085448,-1.0,0.02035470127873123,0.22978819480538368,0.8624015339016914,22.879431884765626,121000
-1.0091552744805812,-173.38937463378906,-1.0,0.013333266444504261,0.23306540136039258,0.8646774816513062,22.94391989803314,122000
-1.0230703730285167,-175.89490560913086,-1.0,0.03299700614437461,0.23806562452018262,0.8939075118899346,23.224854755401612,123000
-1.0134783909618854,-177.9877739868164,-1.0,0.018947249613702297,0.24377123805880546,0.9095919793248176,23.965696056365967,124000
-0.9880194395184517,-179.7645878601074,-1.0,-0.016699776478111744,0.2463077730536461,0.9078192636966705,24.45316820716858,125000
-1.0056250563561917,-182.6107407836914,-1.0,0.007997766543179751,0.2471779256016016,0.9583277830481529,24.85130797481537,126000
-0.9987776821553707,-184.04906773376464,-1.0,-0.0016559518538415432,0.24438551262021066,0.9583440631628036,24.38017500114441,127000
-1.004477564960718,-186.142408782959,-1.0,0.006333361778408289,0.24430537466704846,0.9733633663654327,24.811791477203368,128000
-1.0206697422266007,-188.2766718597412,-1.0,0.028638982666656376,0.2527341642677784,0.9934294843673706,25.251027321815492,129000
-0.995429709032178,-189.80173414611815,-1.0,-0.006211697654798627,0.2530097230374813,0.994898655474186,25.038740072250366,130000
-0.9863990064561367,-192.16708210754393,-1.0,-0.018745759634301067,0.2535520812422037,1.0352470772862434,24.75921199607849,131000
-0.9970608132481575,-192.90821588134764,-1.0,-0.004035230789333582,0.2493474550694227,1.031939413845539,24.572602408409118,132000
-1.0002860847115516,-194.5175603942871,-1.0,0.0004858034998178482,0.247779486566782,1.0643066446185112,24.58644825077057,133000
-1.0038353009223937,-196.02447967529298,-1.0,0.005389030655845999,0.2483850674033165,1.0880465694069863,25.06547699356079,134000
-1.0122624925076962,-196.78443132019044,-1.0,0.017027788072824478,0.251406636223197,1.0882843205332755,24.87955414390564,135000
-0.9880120658278465,-198.8018553466797,-1.0,-0.016528528893366454,0.2501142283529043,1.1324549544453621,25.184066699028016,136000
-1.008732864767313,-199.76672033691406,-1.0,0.012151742050424219,0.25223828496038914,1.132237721145153,25.690292561531066,137000
-1.0064262819588183,-201.09489265441894,-1.0,0.008885754318907858,0.25298011589050295,1.1527634435892105,25.623715742111205,138000
-0.9987649207413196,-202.73084819030763,-1.0,-0.0016257654279470443,0.2538420340716839,1.176591559112072,25.423443415641785,139000
-1.0196508432328701,-203.90265823364257,-1.0,0.02671633285842836,0.2565220307707787,1.1718617452383042,25.31920678806305,140000
-0.9839814060926437,-206.30852146911622,-1.0,-0.021635544076561927,0.25841319787502287,1.2284527866840362,25.63411275100708,141000
-1.0248391762375832,-207.50226599121095,-1.0,0.03356972754560411,0.2601874470114708,1.2271450154185295,25.939379043579102,142000
-0.9934754531383514,-208.9030781555176,-1.0,-0.008651562780141831,0.26160910877585414,1.2392639753222465,25.568705266952513,143000
-0.9976362716257572,-210.78381411743163,-1.0,-0.0031136054042726754,0.25935891512036324,1.265655880331993,25.690364607810974,144000
-1.0007914384305476,-211.81929287719726,-1.0,0.001151922395452857,0.2625265235304832,1.2652579116225242,25.544232122421263,145000
-1.004712978258729,-213.86906958007813,-1.0,0.006381953300908208,0.2602527048289776,1.3028647615909577,25.6276969165802,146000
-1.0036493677794933,-215.54075263977052,-1.0,0.004943408656865358,0.2631903896331787,1.314796168267727,26.072312483787538,147000
-1.005754712164402,-217.11275910949706,-1.0,0.00768862296640873,0.2635810641050339,1.3335820205807687,26.03421981525421,148000
-0.9790353271961212,-218.57191409301757,-1.0,-0.027940499713644384,0.26201667872071266,1.3516613831520081,26.37887830352783,149000
-1.0052099690139293,-219.88556999206543,-1.0,0.007083749225363136,0.2611485437750816,1.3550441969633102,26.481652744293214,150000
-1.0178476067185402,-222.29434812927246,-1.0,0.023832854436710477,0.2658542447388172,1.3885523581504822,27.085807700157165,151000
-0.9946066753566265,-223.48414738464356,-1.0,-0.007061164664104581,0.26568258076906204,1.3832199563980103,26.915360971450806,152000
-1.0095796103179455,-225.75387164306642,-1.0,0.012701750963926315,0.26650569182634354,1.4074431230425835,26.930869111061096,153000
-0.9999912441968918,-227.15968057250976,-1.0,6.267807446420193e-05,0.268613210439682,1.4170792899131774,27.42706028556824,154000
-0.999159240424633,-228.49845989990234,-1.0,-0.0010247004628181457,0.27110764709115026,1.4249917933940888,26.987356949806212,155000
-1.0099672939777373,-230.67131661987304,-1.0,0.013103670869022609,0.2718403958380222,1.4651326625347136,26.83781201171875,156000
-1.0011010191440581,-231.1422255859375,-1.0,0.0014996635392308234,0.27359966936707497,1.4585388774871826,26.294857328414917,157000
-1.0162044831812382,-232.86097998046876,-1.0,0.020925114336889237,0.2743112646043301,1.4811613121032714,26.077823172569275,158000
-0.9983758667111396,-234.8062367553711,-1.0,-0.002007937269285321,0.28184914991259574,1.5133202530145644,26.216729391098024,159000
-1.0166201635599137,-235.65963452148438,-1.0,0.021086068108677865,0.2837447883784771,1.507344098329544,25.78993864250183,160000
-0.9908199706375599,-237.05414723205567,-1.0,-0.011493548853322863,0.2847855747938156,1.548604320526123,26.033149958610533,161000
-1.0112252990305424,-237.78282975769042,-1.0,0.014197279231622815,0.2840618642270565,1.552348377108574,26.70967020702362,162000
-0.9977150682508945,-239.12811781311035,-1.0,-0.002789518980309367,0.287407677590847,1.5711557238101959,27.427393450737,163000
-1.0075887756049633,-240.64621752929688,-1.0,0.009553347626700997,0.28720274844765664,1.5983340332508087,27.499566742897034,164000
-0.980773457556963,-241.19985385131835,-1.0,-0.02411815181747079,0.28575151178240776,1.5915242726802825,28.019198424339294,165000
-1.0325287988185883,-242.99163500976562,-1.0,0.04067067419551313,0.28779912915825845,1.6124026203155517,27.47027011013031,166000
-1.0020559942424296,-244.26967671203613,-1.0,0.0025957323387265207,0.2958301052749157,1.627311080813408,27.429974351882933,167000
-1.004218898281455,-245.21495236206056,-1.0,0.00520471503958106,0.2959425735473633,1.6313474833965302,27.29609852027893,168000
-1.0174331495165825,-246.8910558013916,-1.0,0.021082187060266735,0.2972988559603691,1.6472489086389541,27.280937414169312,169000
-1.0059671175926923,-247.83000393676758,-1.0,0.007174560038372874,0.30056430691480635,1.6519443352222443,27.126743618011474,170000
-1.002977083146572,-249.5801238861084,-1.0,0.0035677190870046617,0.30652222281694413,1.675272590279579,27.106277358055113,171000
-0.9893687095046043,-250.73804220581056,-1.0,-0.012556476079858839,0.3055405733585358,1.6741982188224793,26.97778086566925,172000
-1.0058362720012666,-252.26368420410157,-1.0,0.007024185976013541,0.3051655552089214,1.6967213929891587,27.186849618911744,173000
-1.0070567140877247,-253.6529554901123,-1.0,0.008432987888343632,0.30548653706908224,1.7178988790512084,27.271781220436097,174000
-0.977459949105978,-254.26469276428222,-1.0,-0.026807966094464064,0.30415642246603963,1.7127742874622345,26.778771265983583,175000
-0.995152378410101,-255.78566972351075,-1.0,-0.005769339870661497,0.29602528205513956,1.7472675231695176,27.820969014167787,176000
-1.0028059778809548,-256.24432278442384,-1.0,0.003444131664931774,0.2965825186371803,1.7461605253219605,28.343886370658876,177000
-1.0156157675385475,-257.52827545166014,-1.0,0.018815246157348156,0.30340075492858887,1.7710074535608291,28.06893353843689,178000
-0.9927348833382129,-258.0249162445068,-1.0,-0.008578117799945176,0.3036007754206657,1.7815473787784577,28.646816593170165,179000
-0.9887504496276379,-258.04657289123537,-1.0,-0.013486437590792775,0.3007768523097038,1.7837574899196624,27.21127963542938,180000
-1.014643500238657,-259.20722790527344,-1.0,0.017729348287917675,0.2999942457079887,1.812956111431122,27.65107007408142,181000
-1.0203523180484773,-259.83622967529294,-1.0,0.02410936059243977,0.30952864545583725,1.8141555263996125,29.164186133384703,182000
