actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,step
3.8960769568681717,-11.581664991915225,-1.0,-0.7437237287248718,0.8621833063960075,-0.41075673180818556,2.6408553894758224,1000
3.9432165372371673,-20.088250781059266,-1.0,-2.237684743762016,0.6381436393260956,-0.40863377214968205,3.0345956308841706,2000
3.7778878388404844,-26.380158760070803,-1.0,-3.5792624645233153,0.47337323173880574,-0.40267217421531676,6.0802533624172215,3000
3.2084319591522217,-31.016053442001343,-1.0,-4.3378136086463925,0.356314851641655,-0.3916216017305851,10.424982153892516,4000
2.2688742851018904,-34.953226837158205,-1.0,-4.205424323320389,0.27496941766142846,-0.39085395774245263,15.817915160179139,5000
1.1677097331471742,-38.5624257774353,-1.0,-3.2640305175185205,0.21972550305724145,-0.4075245998799801,22.82187908744812,6000
0.04685128331929445,-42.69882132720947,-1.0,-1.7505005296953022,0.18605288177728652,-0.4058941976875067,29.013652135849,7000
-0.8159190418254584,-47.109199146270754,-1.0,-0.3237441506516188,0.16986706966161727,-0.39995258466899397,35.030449337005614,8000
-1.1949360341429711,-52.17868167114258,-1.0,0.3404244268797338,0.1741399648040533,-0.38855750031769276,38.932056812286376,9000
-1.229824946910143,-57.40596987533569,-1.0,0.3823130570910871,0.1898297141492367,-0.3883411177098751,42.63497427177429,10000
-1.064949237525463,-62.21768144989014,-1.0,0.1031259947679937,0.20175165362656117,-0.36292489372193815,46.21616971588135,11000
-1.0845908814668654,-66.99342749786376,-1.0,0.12963082726672293,0.21702131940424443,-0.35880822806060314,47.979217197418215,12000
-1.0489453719258308,-71.46464625549316,-1.0,0.07230306827276946,0.2301036210656166,-0.3527638980299234,51.54493238258362,13000
-1.0399552796632052,-75.87257110595704,-1.0,0.05731766608729959,0.24111477594077588,-0.3477402765750885,50.01021647453308,14000
-1.0422013877034186,-80.55960662078857,-1.0,0.058636452108621596,0.2505798185914755,-0.3486185322701931,48.657166742324826,15000
-0.9456001409068704,-82.65004260253906,-1.0,-0.07578266165032983,0.24575251837074757,-0.3246994997859001,44.39243377685547,16000
-0.9755224558711052,-86.03571009063721,-1.0,-0.03515410924330354,0.2346891584545374,-0.32384876918792727,44.0876930065155,17000
-0.9612167582660913,-88.31888272857665,-1.0,-0.05720528791099787,0.22918228167295457,-0.3186640750020742,41.222957202911374,18000
-1.0183950232565402,-90.07134668731689,-1.0,0.027481919914484024,0.2243074486106634,-0.31359141173958777,39.03686552047729,19000
-0.9956933758258819,-92.52791871643066,-1.0,-0.006311957489699125,0.2279945313036442,-0.3110182760208845,38.63626376724243,20000
-0.9131669118106365,-92.90647874450684,-1.0,-0.13307855707407,0.2175919515937567,-0.3206317207962275,37.29453722000122,21000
-0.963744555272162,-93.80779100036621,-1.0,-0.05811533645540476,0.19955226384103297,-0.321220640912652,36.849335653305054,22000
-0.9606969500035047,-93.99251823425293,-1.0,-0.06473422611877322,0.1933630944043398,-0.3203622647672892,35.487962312698365,23000
-0.9324318648651242,-93.38990203857422,-1.0,-0.11551862404495478,0.17852001617848873,-0.31612879849970343,32.82739099121094,24000
-0.9578244957774877,-92.68124438476562,-1.0,-0.07464921966567635,0.16954977123439313,-0.3147581022232771,30.091972175598144,25000
-0.8959471923261881,-91.46712607574463,-1.0,-0.19293722531199456,0.1576958968192339,-0.2773567759692669,26.59563101005554,26000
-0.9758488382697106,-90.20296784973145,-1.0,-0.04642579232156277,0.14492861272394658,-0.2794336079210043,25.23729450702667,27000
-0.944245930492878,-89.34524405670166,-1.0,-0.10989167079515755,0.13987711590528487,-0.2617009031325579,23.328144395828247,28000
-0.9695242089480162,-88.45765940856934,-1.0,-0.061581614576280114,0.13259929628670217,-0.24697360780090094,21.638873505592347,29000
-0.9748484709262848,-87.20341339874268,-1.0,-0.05169735955446959,0.12807822260260582,-0.25237017461657524,20.142144675254823,30000
-0.9906102143675088,-86.48946802520751,-1.0,-0.01942796928063035,0.1260759895518422,-0.21093763821572065,18.2289806804657,31000
-0.9614584107249975,-84.99856600189209,-1.0,-0.08137455543503165,0.1206043994128704,-0.2122802055850625,17.143826117515562,32000
-0.9747015204131603,-83.61062288665771,-1.0,-0.05447819331474602,0.11659477788209915,-0.20557453195750713,16.081270002365113,33000
-0.9814200997948647,-81.88635580444335,-1.0,-0.04053489541448653,0.11219002835452557,-0.19095006572827697,14.54968417930603,34000
-0.9720560908392072,-79.8211287765503,-1.0,-0.06187757197208703,0.10905753394961357,-0.18883333185315132,13.931162591934203,35000
-0.9511617530882358,-78.15895215606689,-1.0,-0.11070559334382415,0.10413692938536405,-0.17614171287976205,13.372999140739442,36000
-0.9866535728275776,-75.7791953125,-1.0,-0.030617358323186634,0.09927408944070339,-0.17619494331255556,13.232026973724365,37000
-0.9540588633716106,-73.91033779144287,-1.0,-0.10760138532519341,0.09530863209068775,-0.17025484566017984,13.146867013931274,38000
-1.0100381263196467,-72.23185743713378,-1.0,0.023978786442428828,0.09313154242187738,-0.16570417281985284,13.096823634147643,39000
-0.9825524161756038,-70.43044528198241,-1.0,-0.04119541000202298,0.09269265101850033,-0.1656645890045911,13.113331270217895,40000
-0.9791100047826767,-69.04289394378662,-1.0,-0.049888355053961275,0.09066098508983851,-0.14458734177425503,12.780034393310547,41000
-0.9953149430602789,-67.63470304107666,-1.0,-0.011136230770498514,0.08998394126445056,-0.14316505127120763,12.807076461791992,42000
-1.014914975941181,-66.31008508682251,-1.0,0.036055748578161004,0.09064434208720923,-0.13366386026889085,13.151893060207367,43000
-1.00304875472188,-65.09560676193237,-1.0,0.007513770684599876,0.09033948585391044,-0.12425027918070555,13.538222549438476,44000
-0.9701092504262924,-63.896916156768796,-1.0,-0.07179969185590744,0.0906238664984703,-0.1230263745514676,13.450615606307984,45000
-1.0437397412657738,-63.39459034347534,-1.0,0.10516180535405874,0.0891892279163003,-0.11034522102959454,13.203320900917053,46000
-0.9869530723690987,-62.840854759216306,-1.0,-0.030854850061237813,0.09340982652455568,-0.1126449763784185,13.553170635223388,47000
-1.0238160812854766,-62.50501902008057,-1.0,0.056743432950228455,0.09282309710979461,-0.1063866518563591,13.846395663261413,48000
-1.047652698636055,-62.46514698791504,-1.0,0.1111170868203044,0.09696014847606421,-0.10350058720912785,14.319924687385559,49000
-1.0071670869886875,-62.514814949035646,-1.0,0.016622498791664837,0.10069603711366654,-0.10552876226464286,14.513912649154664,50000
-0.9802406527400017,-63.27655914306641,-1.0,-0.04529819009453058,0.10194406636059285,-0.1204974903408438,14.347677706718445,51000
-1.0209854925274848,-63.43406359481811,-1.0,0.0484434065297246,0.10130899903178216,-0.11649794148281217,14.020076710224151,52000
-1.0105690383911132,-63.78098947906494,-1.0,0.02424876454100013,0.10153931605815887,-0.12270397153683006,13.508053495407104,53000
-1.0042688546776772,-64.02935388946533,-1.0,0.009839123915880918,0.10319307710975409,-0.11921251404378563,13.105249503135681,54000
-0.9676552253365517,-64.04612074661254,-1.0,-0.07390207682177424,0.10228481459617615,-0.12036829583812506,12.991341164112091,55000
-1.0457704916596413,-64.6848678703308,-1.0,0.10450386995077134,0.10165384286642075,-0.11845578635670245,12.620145024776459,56000
-1.013381921350956,-64.6289788093567,-1.0,0.030131928294897078,0.10697748018801212,-0.11824481600243598,12.464268482208253,57000
-1.0016757631897926,-65.11649028778076,-1.0,0.0038221621587872503,0.10693377728015184,-0.10989056755881757,11.916018249511719,58000
-0.9959175992310048,-65.28587366867066,-1.0,-0.009015480495989322,0.10716028843820095,-0.1031814541197382,11.717003504276276,59000
-0.9904115486443043,-65.32145322799683,-1.0,-0.021389363996684552,0.10526029016822576,-0.10241674903291277,11.508887825489044,60000
-0.9925115169286728,-65.93527783584595,-1.0,-0.016778283428400754,0.10568337456882,-0.06895804974343628,10.940303948402406,61000
-1.0070625970065594,-65.93409498977661,-1.0,0.01602805106341839,0.10501085228472948,-0.06428425763640552,10.861520048618317,62000
-0.9894236577749252,-66.23729981994629,-1.0,-0.023694800889119506,0.1028657169342041,-0.04719065325334668,11.213795845985413,63000
-1.0334877807497977,-66.89812931823731,-1.0,0.07517605962604285,0.10583216670900583,-0.02537049040198326,11.649238839626312,64000
-1.0123313702046872,-67.24465153884887,-1.0,0.02738735145330429,0.10940159175544978,-0.018936319628264756,12.082001714229584,65000
-1.016497326374054,-68.32632653808594,-1.0,0.036190753892064095,0.11248717374354601,0.023015580718405544,12.709390458106995,66000
-1.0035841312110425,-68.74843260192871,-1.0,0.007883919641375541,0.11425232994556427,0.021390218961052598,13.101195150375366,67000
-1.0154190898537636,-69.74844145202637,-1.0,0.033412812056019904,0.1144141789227724,0.041972267625387756,13.358426392555236,68000
-1.0343881785273552,-71.12221864318848,-1.0,0.07308090294525027,0.12022097060829401,0.05764364875480533,13.877169298171998,69000
-1.0248702367246152,-72.1635758972168,-1.0,0.051795096788555386,0.12500991931557656,0.05754567022039555,14.464549309730529,70000
-0.9977359280586243,-73.97395140838623,-1.0,-0.004565189814195037,0.12706469101458787,0.09149302057456225,14.82274859905243,71000
-0.9975689078867436,-75.17322431182862,-1.0,-0.004925620723515749,0.12786169244349002,0.08826813767990098,14.867759909629822,72000
-1.0401263151466846,-76.78287268829345,-1.0,0.08180075913667678,0.12971735586225985,0.10518290079105645,15.090263780593872,73000
-0.9738425531983376,-78.20459771728515,-1.0,-0.052901745337992905,0.13172049434483052,0.12147203739918769,14.786961495399476,74000
-1.004946598559618,-79.45149840545655,-1.0,0.010196709722280503,0.1312134881168604,0.1179738682731986,15.237949202537537,75000
-1.024885835647583,-81.33750853729248,-1.0,0.050369054140523076,0.13411542102694513,0.13739487695787103,15.872486620903015,76000
-1.0159222549200058,-82.58360953521729,-1.0,0.03176375566795468,0.1371901645064354,0.1425641921721399,16.08177457714081,77000
-1.022665766388178,-84.27757440948486,-1.0,0.04459960650280118,0.13960196259617805,0.1550989349624142,16.622122881889343,78000
-1.0044653324484825,-85.82243671417237,-1.0,0.00878666239976883,0.14472899128496647,0.17436931677069514,17.17285168647766,79000
-0.9938052275180816,-86.97618628692626,-1.0,-0.011946535425260663,0.14159547792375088,0.17309076467622073,16.984009885787962,80000
-1.0037961839735507,-89.08275189971924,-1.0,0.007503810655325651,0.14376262192428113,0.21144721926376223,17.3535200510025,81000
-1.0075833984315394,-90.3901070175171,-1.0,0.014776972472667694,0.14494432985782624,0.20905034498311578,17.68216714477539,82000
-1.0205552306175232,-92.3523773803711,-1.0,0.039465800419449804,0.14659447856247426,0.22946319211646915,18.0128369474411,83000
-1.0093545944690705,-94.57510553741454,-1.0,0.01779216412641108,0.14978389817476273,0.2490953952074051,18.418430981636046,84000
-1.02670964127779,-96.27112826538085,-1.0,0.049932161141186954,0.15445946882665157,0.2500422012284398,18.716009697914124,85000
-1.0144077345132827,-98.74301816558838,-1.0,0.0265109275970608,0.159287580832839,0.30030805005133154,19.00886642932892,86000
-1.0014208766520023,-100.52527752685548,-1.0,0.002673497412353754,0.16191324444115163,0.30095701732486485,19.119457381248473,87000
-1.0103702045679093,-102.65709300994872,-1.0,0.018884461887180806,0.16344220718741417,0.32351892165094615,19.313101678848266,88000
-0.9915933675765991,-104.73940897369384,-1.0,-0.015169000227004289,0.16239438372850418,0.34606166411936284,19.02808142185211,89000
-1.018540889441967,-106.38595611572265,-1.0,0.03356856465525925,0.16455561757087708,0.3415893717706203,19.39119922161102,90000
-1.0309158037900925,-109.00846352386475,-1.0,0.054795418199151756,0.16969930164515973,0.379397009447217,19.242838078498842,91000
-1.0008835324645042,-110.66268840789795,-1.0,0.0016186471786350013,0.17357740607857705,0.3817149528115988,19.593446689605713,92000
-1.0262152796387674,-113.03855558776856,-1.0,0.04533464523591101,0.17909422901272773,0.4019440542459488,20.06020474052429,93000
-0.996137986600399,-114.97465745544433,-1.0,-0.006527392914518714,0.1814563107341528,0.41837714448571206,20.380886534690855,94000
-0.9999012785255909,-116.54726248168946,-1.0,-0.0001168713327497244,0.18025486478209496,0.4130571282953024,20.848568539619446,95000
-1.0196388577520847,-119.04614891815186,-1.0,0.033452771976590155,0.18348482164740562,0.42856160578131675,20.407463101387023,96000
-0.9971936598420144,-120.97990247344971,-1.0,-0.004686531936749816,0.18418186496198177,0.43277249771356585,20.97394428062439,97000
